piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus
107	1: 4/4	1: 0	23	22	84.0	31	30	112.0		336.0	371	119	0	0	0	J. S. Bach	"Chorale 107:
Herzlich lieb hab ich dich, o Herr"		"Chorale 107:
Herzlich lieb hab ich dich, o Herr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/107.mscz	False	39-80 (Eb2-Ab5)	mxl	Piano	62-80 (D4-Ab5)	Piano	39-68 (Eb2-Ab4)												
108	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	173	49	0	0	0	J. S. Bach	"Chorale 108:
Valet will ich dir geben"		"Chorale 108:
Valet will ich dir geben"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/108.mscz	False	39-79 (Eb2-G5)	mxl	Piano	58-79 (Bb3-G5)	Piano	39-67 (Eb2-G4)												
109	1: 3/4	1: 0	28	28	84.0	28	28	84.0		336.0	282	97	0	0	0	J. S. Bach	"Chorale 109:
Da Christus geboren war"		"Chorale 109:
Da Christus geboren war"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/109.mscz	False	41-77 (F2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	41-66 (F2-F#4)												
110	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	228	72	0	0	0	J. S. Bach	"Chorale 110:
Vater unser im Himmelreich"		"Chorale 110:
Vater unser im Himmelreich"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/110.mscz	False	43-75 (G2-Eb5)	mxl	Piano	55-75 (G3-Eb5)	Piano	43-63 (G2-Eb4)												
111	1: 4/4	1: 0	12	11	44.0	12	11	44.0		176.0	218	80	0	0	0	J. S. Bach	"Chorale 111:
Herzliebster Jesu, was hast du verbrochen"		"Chorale 111:
Herzliebster Jesu, was hast du verbrochen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/111.mscz	False	45-77 (A2-F5)	mxl	Piano	59-77 (B3-F5)	Piano	45-66 (A2-F#4)												
112	1: 4/4	1: 0	11	10	36.0	17	16	56.0		140.0	145	44	0	0	0	J. S. Bach	"Chorale 112:
Wer nur den lieben Gott lässt walten"		"Chorale 112:
Wer nur den lieben Gott lässt walten"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/112.mscz	False	42-78 (F#2-F#5)	mxl	Piano	61-78 (C#4-F#5)	Piano	42-67 (F#2-G4)												
113	1: 4/4	1: 0	17	17	68.0	17	17	68.0		272.0	250	77	0	0	0	J. S. Bach	"Chorale 113:
Christus, der uns selig macht"		"Chorale 113:
Christus, der uns selig macht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/113.mscz	False	42-77 (Gb2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	42-66 (Gb2-Gb4)												
114	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	207	72	0	0	0	J. S. Bach	"Chorale 114:
Von Gott will ich nicht lassen"		"Chorale 114:
Von Gott will ich nicht lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/114.mscz	False	45-76 (A2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	45-67 (A2-G4)												
115	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	233	79	0	0	0	J. S. Bach	"Chorale 115:
Was mein Gott will, das gscheh allzeit"		"Chorale 115:
Was mein Gott will, das gscheh allzeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/115.mscz	False	44-76 (G#2-E5)	mxl	Piano	62-76 (D4-E5)	Piano	44-67 (G#2-G4)												
116	1: 3/4	1: 0	38	37	108.0	47	46	132.0		432.5	437	172	0	0	0	J. S. Bach	"Chorale 116:
Nun lob, mein Seel, den Herren"		"Chorale 116:
Nun lob, mein Seel, den Herren"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/116.mscz	False	38-81 (D2-A5)	mxl	Piano	61-81 (C#4-A5)	Piano	38-67 (D2-G4)												
117	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	221	76	0	0	0	J. S. Bach	"Chorale 117:
O Welt, ich muss dich lassen"		"Chorale 117:
O Welt, ich muss dich lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/117.mscz	False	44-75 (Ab2-Eb5)	mxl	Piano	58-75 (Bb3-Eb5)	Piano	44-65 (Ab2-F4)												
118	1: 4/4	1: 0	12	11	44.0	12	11	44.0		176.0	208	69	0	0	0	J. S. Bach	"Chorale 118:
In dich hab ich gehoffet, Herr"		"Chorale 118:
In dich hab ich gehoffet, Herr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/118.mscz	False	45-79 (A2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	45-67 (A2-G4)												
119	1: 4/4	1: 0	19	18	72.0	19	18	72.0		288.0	361	123	0	0	0	J. S. Bach	"Chorale 119:
Christ unser Herr zum Jordan kam"		"Chorale 119:
Christ unser Herr zum Jordan kam"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/119.mscz	False	41-79 (F2-G5)	mxl	Piano	60-79 (C4-G5)	Piano	41-67 (F2-G4)												
120	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	247	86	0	0	0	J. S. Bach	"Chorale 120:
Was mein Gott will, das gscheh allzeit"		"Chorale 120:
Was mein Gott will, das gscheh allzeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/120.mscz	False	45-76 (A2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	45-66 (A2-F#4)												
121	1: 4/4	1: 0	14	13	49.0	19	15	65.0		196.0	236	79	0	0	0	J. S. Bach	"Chorale 121:
Werde munter mein Gemüte"		"Chorale 121:
Werde munter mein Gemüte"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/121.mscz	False	40-79 (E2-G5)	mxl	Piano	64-79 (E4-G5)	Piano	40-68 (E2-G#4)												
122	1: 4/4	1: 0	15	14	56.0	15	14	56.0		224.0	291	97	0	0	0	J. S. Bach	"Chorale 122:
Ist Gott mein Schild und Helfersmann"		"Chorale 122:
Ist Gott mein Schild und Helfersmann"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/122.mscz	False	43-79 (G2-G5)	mxl	Piano	58-79 (Bb3-G5)	Piano	43-67 (G2-G4)												
123	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	241	78	0	0	0	J. S. Bach	"Chorale 123:
Helft mir Gotts Güte preisen"		"Chorale 123:
Helft mir Gotts Güte preisen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/123.mscz	False	45-76 (A2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	45-65 (A2-F4)												
124	1: 4/4	1: 0	12	11	44.0	12	11	44.0		176.0	251	87	0	0	0	J. S. Bach	"Chorale 124:
Auf, auf, mein Herz, und du, mein ganzer Sinn"		"Chorale 124:
Auf, auf, mein Herz, und du, mein ganzer Sinn"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/124.mscz	False	38-76 (D2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	38-66 (D2-F#4)												
125	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	197	68	0	0	0	J. S. Bach	"Chorale 125:
Allein Gott in der Höh sei Ehr"		"Chorale 125:
Allein Gott in der Höh sei Ehr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/125.mscz	False	42-74 (F#2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	42-64 (F#2-E4)												
126	1: 4/4	1: 0	15	14	52.0	20	19	68.0		208.0	237	85	0	0	0	J. S. Bach	"Chorale 126:
Durch Adams Fall ist ganz verderbt"		"Chorale 126:
Durch Adams Fall ist ganz verderbt"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/126.mscz	False	41-76 (F2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	41-64 (F2-E4)												
127	1: 4/4	1: 0	10	9	37.0	10	9	37.0		148.0	184	68	0	0	0	J. S. Bach	"Chorale 127:
In Gottes Namen fahren wir"		"Chorale 127:
In Gottes Namen fahren wir"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/127.mscz	False	43-74 (G2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	43-65 (G2-F4)												
128	1: 4/4	1: 0	12	12	48.0	12	12	48.0		192.0	237	83	0	0	0	J. S. Bach	"Chorale 128:
Alles ist an Gottes Segen"		"Chorale 128:
Alles ist an Gottes Segen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/128.mscz	False	38-76 (D2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	38-66 (D2-F#4)												
129	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	192	69	0	0	0	J. S. Bach	"Chorale 129:
Keinen hat Gott verlassen"		"Chorale 129:
Keinen hat Gott verlassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/129.mscz	False	40-76 (E2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	40-66 (E2-F#4)												
130	1: 4/4	1: 0	10	10	54.0	10	10	54.0		200.0	80	24	0	0	0	J. S. Bach	"Chorale 130:
Meine Seel erhebt den Herren [The German Magnificat]"		"Chorale 130:
Meine Seel erhebt den Herren [The German Magnificat]"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/130.mscz	False	40-74 (E2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	40-59 (E2-B3)												
131	1: 4/4	1: 0	10	10	40.0	15	15	60.0		160.0	158	59	0	0	0	J. S. Bach	"Chorale 131:
Liebster Jesu, wir sind hier"		"Chorale 131:
Liebster Jesu, wir sind hier"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/131.mscz	False	36-74 (C2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	36-64 (C2-E4)												
132	1: 4/4	1: 0	40	40	160.0	40	40	160.0		636.0	827	329	0	0	0	J. S. Bach	"Chorale 132:
Kyrie, Gott Vater in Ewigkeit"		"Chorale 132:
Kyrie, Gott Vater in Ewigkeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/132.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-64 (D2-E4)												
133	1: 4/4	1: 0	32	32	128.0	32	32	128.0		498.0	626	250	0	0	0	J. S. Bach	"Chorale 133:
Wir glauben all an einen Gott"		"Chorale 133:
Wir glauben all an einen Gott"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/133.mscz	False	38-76 (D2-E5)	mxl	Piano	52-76 (E3-E5)	Piano	38-64 (D2-E4)												
134	1: 4/4	1: 0	14	14	56.0	19	19	76.0		224.0	232	86	0	0	0	J. S. Bach	"Chorale 134:
Du geballtes Weltgebäude"		"Chorale 134:
Du geballtes Weltgebäude"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/134.mscz	False	38-77 (D2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	38-65 (D2-F4)												
135	1: 4/4	1: 0	16	16	64.0	28	28	112.0		256.0	296	107	0	0	0	J. S. Bach	"Chorale 135:
Gott der Vater wohn uns bei"		"Chorale 135:
Gott der Vater wohn uns bei"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/135.mscz	False	40-76 (E2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	40-66 (E2-F#4)												
136	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	156	54	0	0	0	J. S. Bach	"Chorale 136:
Herr, Jesu Christ, dich zu uns wend"		"Chorale 136:
Herr, Jesu Christ, dich zu uns wend"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/136.mscz	False	42-76 (F#2-E5)	mxl	Piano	62-76 (D4-E5)	Piano	42-64 (F#2-E4)												
137	1: 4/4	1: 0	21	21	84.0	29	29	116.0		300.0	309	119	0	0	0	J. S. Bach	"Chorale 137:
Wer Gott vertraut, hat wohl gebaut"		"Chorale 137:
Wer Gott vertraut, hat wohl gebaut"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/137.mscz	False	42-72 (F#2-C5)	mxl	Piano	59-72 (B3-C5)	Piano	42-64 (F#2-E4)												
138	1: 4/4	1: 0	13	13	52.0	19	19	76.0		208.0	188	62	0	0	0	J. S. Bach	"Chorale 138:
Jesu, meine Freude"		"Chorale 138:
Jesu, meine Freude"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/138.mscz	False	40-79 (E2-G5)	mxl	Piano	59-79 (B3-G5)	Piano	40-64 (E2-E4)												
139	1: 4/4	1: 0	13	13	52.0	13	13	52.0		208.0	209	67	0	0	0	J. S. Bach	"Chorale 139:
Warum sollt ich mich denn grämen"		"Chorale 139:
Warum sollt ich mich denn grämen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/139.mscz	False	43-76 (G2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	43-67 (G2-G4)												
140	1: 4/4	1: 0	13	12	48.0	13	12	48.0		188.0	204	70	0	0	0	J. S. Bach	"Chorale 140:
In allen meinen Taten"		"Chorale 140:
In allen meinen Taten"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/140.mscz	False	43-76 (G2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	43-66 (G2-F#4)												
141	1: 4/4	1: 0	11	11	44.0	11	11	44.0		176.0	187	68	0	0	0	J. S. Bach	"Chorale 141:
Seelenbräutigam, Jesu, Gottes Lamm"		"Chorale 141:
Seelenbräutigam, Jesu, Gottes Lamm"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/141.mscz	False	42-76 (F#2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	42-66 (F#2-F#4)												
142	1: 4/4	1: 0	16	16	64.0	16	16	64.0		256.0	250	82	0	0	0	J. S. Bach	"Chorale 142:
Eine Hoffnung stehe feste"		"Chorale 142:
Eine Hoffnung stehe feste"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/142.mscz	False	43-77 (G2-F5)	mxl	Piano	61-77 (C#4-F5)	Piano	43-67 (G2-G4)												
143	1: 3/4	1: 0	33	32	97.0	33	32	97.0		387.5	320	114	0	0	0	J. S. Bach	"Chorale 143:
In dulci jubilo"		"Chorale 143:
In dulci jubilo"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/143.mscz	False	36-74 (C2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	36-64 (C2-E4)												
144	1: 4/4	1: 0	13	13	52.0	18	18	72.0		188.0	212	74	0	0	0	J. S. Bach	"Chorale 144:
Aus tiefer Not schrei ich zu dir (melody #2)"		"Chorale 144:
Aus tiefer Not schrei ich zu dir (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/144.mscz	False	40-76 (E2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	40-66 (E2-F#4)												
145	1: 4/4	1: 0	11	10	40.0	11	10	40.0		160.0	200	67	0	0	0	J. S. Bach	"Chorale 145:
Warum betrübst du dich, mein Herz"		"Chorale 145:
Warum betrübst du dich, mein Herz"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/145.mscz	False	38-76 (D2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	38-65 (D2-F4)												
146	1: 4/4	1: 0	11	10	36.0	17	16	56.0		144.0	173	57	0	0	0	J. S. Bach	"Chorale 146:
Wer nur den lieben Gott lässt walten"		"Chorale 146:
Wer nur den lieben Gott lässt walten"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/146.mscz	False	45-77 (A2-F5)	mxl	Piano	59-77 (B3-F5)	Piano	45-64 (A2-E4)												
147	1: 4/4	1: 0	15	14	56.0	15	14	56.0		208.0	215	72	0	0	0	J. S. Bach	"Chorale 147:
Wenn ich in Angst und Not"		"Chorale 147:
Wenn ich in Angst und Not"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/147.mscz	False	39-75 (Eb2-Eb5)	mxl	Piano	58-75 (Bb3-Eb5)	Piano	39-62 (Eb2-D4)												
148	1: 4/4	1: 0	12	11	40.0	18	17	60.0		160.0	165	58	0	0	0	J. S. Bach	"Chorale 148:
Danket dem Herrn heut und allzeit"		"Chorale 148:
Danket dem Herrn heut und allzeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/148.mscz	False	43-74 (G2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	43-62 (G2-D4)												
149	1: 4/4	1: 0	10	9	32.0	15	14	48.0		128.0	130	42	0	0	0	J. S. Bach	"Chorale 149:
Nicht so traurig, nicht so sehr"		"Chorale 149:
Nicht so traurig, nicht so sehr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/149.mscz	False	43-79 (G2-G5)	mxl	Piano	58-79 (Bb3-G5)	Piano	43-63 (G2-Eb4)												
150	1: 4/4, 15: 3/2	1: 0	22	22	104.0	22	22	104.0		509.0	296	78	0	0	0	J. S. Bach	"Chorale 150:
Welt, ade! Ich bin dein müde"		"Chorale 150:
Welt, ade! Ich bin dein müde"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/150.mscz	False	41-77 (F2-F5)	mxl	Piano	58-77 (Bb3-F5)	Piano	41-65 (F2-F4)												
151	1: 4/4	1: 0	9	9	36.0	14	14	56.0		144.0	156	58	0	0	0	J. S. Bach	"Chorale 151:
Jesus ist mein Aufenthalt"		"Chorale 151:
Jesus ist mein Aufenthalt"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/151.mscz	False	43-76 (G2-E5)	mxl	Piano	62-76 (D4-E5)	Piano	43-69 (G2-A4)												
152	1: 4/4	1: 0	13	13	52.0	13	13	52.0		208.0	244	89	0	0	0	J. S. Bach	"Chorale 152:
Meinen Jesum lass ich nicht"		"Chorale 152:
Meinen Jesum lass ich nicht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/152.mscz	False	38-76 (D2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	38-64 (D2-E4)												
153	1: 4/4	1: 0	12	12	48.0	16	16	64.0		192.0	195	70	0	0	0	J. S. Bach	"Chorale 153:
Alle Menschen müssen sterben"		"Chorale 153:
Alle Menschen müssen sterben"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/153.mscz	False	38-74 (D2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	38-59 (D2-B3)												
154	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	152	58	0	0	0	J. S. Bach	"Chorale 154:
Der du bist drei in Einigkeit"		"Chorale 154:
Der du bist drei in Einigkeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/154.mscz	False	43-72 (G2-C5)	mxl	Piano	59-72 (B3-C5)	Piano	43-62 (G2-D4)												
155	1: 3/4	1: 0	24	24	72.0	24	24	72.0		288.0	244	88	0	0	0	J. S. Bach	"Chorale 155:
Hilf, Herr Jesu, lass gelingen (melody #1)"		"Chorale 155:
Hilf, Herr Jesu, lass gelingen (melody #1)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/155.mscz	False	36-77 (C2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	36-67 (C2-G4)												
156	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	167	56	0	0	0	J. S. Bach	"Chorale 156:
Herr Jesu Christ, meins Lebens Licht (melody #2)"		"Chorale 156:
Herr Jesu Christ, meins Lebens Licht (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/156.mscz	False	45-74 (A2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	45-69 (A2-A4)												
157	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	167	60	0	0	0	J. S. Bach	"Chorale 157:
Wo Gott zum Haus nicht gibt sein Gunst"		"Chorale 157:
Wo Gott zum Haus nicht gibt sein Gunst"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/157.mscz	False	41-77 (F2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	41-65 (F2-F4)												
158	1: 4/4	1: 0	18	17	64.0	23	22	80.0		256.0	297	111	0	0	0	J. S. Bach	"Chorale 158:
Der Tag, der ist so freudenreich"		"Chorale 158:
Der Tag, der ist so freudenreich"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/158.mscz	False	38-76 (D2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	38-66 (D2-F#4)												
159	1: 4/4	1: 0	11	10	40.0	11	10	40.0		148.0	149	55	0	0	0	J. S. Bach	"Chorale 159:
Als der gütige Gott"		"Chorale 159:
Als der gütige Gott"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/159.mscz	False	38-74 (D2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	38-64 (D2-E4)												
160	1: 4/4	1: 0	11	10	41.0	11	10	41.0		164.0	178	59	0	0	0	J. S. Bach	"Chorale 160:
Gelobet seist du, Jesu Christ"		"Chorale 160:
Gelobet seist du, Jesu Christ"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/160.mscz	False	43-76 (G2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	43-65 (G2-F4)												
161	1: 3/4	1: 0	16	16	48.0	24	24	72.0		192.0	178	69	0	0	0	J. S. Bach	"Chorale 161:
Ihr Gestirn, ihr hohlen Lüfte"		"Chorale 161:
Ihr Gestirn, ihr hohlen Lüfte"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/161.mscz	False	38-77 (D2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	38-65 (D2-F4)												
162	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	251	89	0	0	0	J. S. Bach	"Chorale 162:
Das alte Jahr vergangen ist"		"Chorale 162:
Das alte Jahr vergangen ist"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/162.mscz	False	42-74 (F#2-D5)	mxl	Piano	60-74 (C4-D5)	Piano	42-62 (F#2-D4)												
